genreId,name
75mro4n3,Hard
l2kjg651,Hard Game
x5e7jmn4,Hard platformer
p92dqynl,Hardcore
l28l4rnr,hardcore platformer
d5ogrp2w,Hardcore RPG
4n60xrn9,Harem
4n6k7k29,Harry Potter
q5wkd85g,Haunted House
m21x3954,Health & Fitness
45xm3v2d,Heist
45xw09nd,Helicopter
r2l8r857,Hero Chain Action
d5o0wl5w,Hex
rnvxvq2q,Hidden Object
y5gjlr5e,Hidden Object Adventure
4n6wxr29,Hidden Objects
92dvrz2l,hide & seek
4n46d820,Hide 'n' Seek
l2k6oen1,Highscore
1n9egx2m,hiking
q27qq1nl,Historical
q5w3gk2g,Historical Simulator
1n900qnm,Hockey
g2z3l0nl,Holiday
l286wrnr,Hollywood depiction of hacking simulator
1npv9pn7,Hololive
r2lwl857,Homebrew
y5gg745e,HOP
6506gr5m,hor
x5eo3824,Horde Battles
m21ppl24,Horde Survival
dnqvy028,Horizontal 2-D Side Scrolling Shooter
l281jo5r,Horizontal Danmaku Water Action Game
45xjzx2d,Horizontal Fight
45xmj82d,Horizontal Scrolling Shoot'em Up
650rmx5m,Horizontal Scrolling Shooter
45xkw8nd,Horizontal Shmup
p23o3326,Horizontally scrolling shooter
65jj3e5k,Horor
r2r0z62z,Horrer
oy5gp5e3,Horror
r2l66127,Horror / VR
4n4pqjn0,Horror Action Platformer
92dmg32l,Horror Adventure
r2lv9pn7,horror game
rnvx9k2q,Horror survival
dnqjo028,Horror Walk-through Experience
x5eodm24,"Horror, FPS, Action"
r2l8x457,"Horror, Platformer"
l281ym5r,"Horror, Platformer, Action"
r2l86857,Horror-Comedy
4n6k4k29,Horror/Platformer
4n66drn9,HorrorGame
r2rze65z,Horrror
rnvj0knq,Horse riding
wr2lgkn7,Hotline Miami Clone
y5gj3r5e,HTML
g2zqy42l,HTML5
dnqylj28,Humor
1n9e8q2m,Humorous
l2kopzn1,Hunt
d5o0m85w,Hunting
y5gv9r5e,I wanna be the guy
1npz7y57,Ice
rnvz7p5q,Ice Hockey
1npewe57,Idle
6507kw2m,Idle Clicker
r2r0p32z,Idle Incremental FPS Clicker
q5wdprng,Idol Project Produce
q27yje2l,imagine
l2ko9rn1,imersive sim
q27qw4nl,Immersive sim
4n4ev850,Incremental
p23wdd56,Incremental game
d5ogyp2w,Inde
x5ey71n4,Independant
x5eqm754,Independant Game
d1np9k27,independent
pm21l54x,Indie
72yzg6nd,Indie Adventure
l28mzy5r,Indie Fighting
4n4p3on0,Indie Game
l28ldynr,"Indie game, Action game, Casual game, Adventure"
75mldgn3,"Indie game, Casual game, Adventure"
75mgjx53,Indie Horror
r2rkqp5z,indie platformer
72y11d2d,"Indie, Adventure, Simulation, Horror,"
dnqv9m28,Indie-Game
4n6wwl29,Indie/Action
1n9q0q2m,Indie/adventure
r2lrjk27,indie/puzzle
q5wp1kng,IndieGame
r2roxp2z,Indies
r2r9r92z,Individual
75mr9en3,Individual Level
6509m65m,Indy
jp23j3n6,Infiltration
4n4mg8n0,Insane
92dpxm2l,Intense
1npemv57,Interactive
1g2z4o5l,Interactive drama
m2111l24,Interactive Fiction
p23x0r26,Interactive Horror
9rnvrp2q,Interactive Movie
p23mzkn6,Investigation
q5wpgkng,Investigative Horror
p23m9dn6,Io Game
r2r0m92z,iOS
mr2rom2z,Isometric
75mzpk23,Isometric platform
r2l88157,itch.io
y5gx0xne,jameskii
92dp732l,Japan
1n9x6pnm,Japanese
dnqj9028,Japanese Exclusive
dnqxj058,Japanese Role-Playing Game
r2lv08n7,Japanese RPG
r2lwop57,Japanese Survival Horror
q27k9znl,Jordan
yq5w382g,JRPG
1np0gv27,Jump
l28mwr5r,Jump & Run
l2ko7en1,Jump 'n Run
q5wp8gng,Jump 'n' Run
l28mpk5r,Jump and Run
y5g79r5e,Jump and Shoot
y5gk7p2e,Jump n Run
45xqk8nd,Jump n' Run
m2119d24,Jump ’n’ Run
l2860wnr,jump&run
45x4d82d,Jump'n Run
75mrkkn3,Jump'n'Run
4n60o0n9,Jump-Em-Up
r2loww27,Jumper
l28wew2r,Jumpscare
65j6evnk,Jump´n´Run
r2lo6827,Kafkaesque
75mj7e53,Kaizo
650r465m,Kaizo Light
75mvzg53,Kaizo: Light
72y7ew2d,Kart
dnqy7j28,Kart Racer
1npekw57,Kart racing
65j8de2k,Karting
65jvp15k,Karts
dnqj4j28,Katamari
p23wom56,Keyboard
65jzyv2k,Keyboard Only
rnvdyknq,Kids
r2lo7k27,killem
4n4ymwn0,kkg
6507gr2m,Kuso
65jg3e5k,Kusoge
x5e7gmn4,KUSOGEE
g2zz6r2l,Lab
1n9lvdnm,labyrinth
x5eyedn4,Labyrinth / Maze
4n46pw20,LAC
45xq0xnd,Laser Disc
l2klpwn1,Launch
92dpox2l,Layering
650r345m,Leaderboard
72ypy62d,Learn & Play
4n4ero50,Learning
d5og8j2w,LEGO
l2kl8wn1,Leisure
dnqyyk28,Level 1
q27ylo2l,Level Builder
75mv4453,Level Editor
p23o7326,Level Maker
92dpqz2l,Level select
1npv1en7,Levels
92dv1z2l,LGBTQ+
4n668ln9,Licensed
r2rvx6nz,Licensed Game
4n4pxpn0,LIfe
75mzdg23,Life Sim
oq27y12l,Life Simulation
dnqowm58,Life simulation game
d5oz7lnw,Life Simulator
q5wprmng,Life-Sim
1n9qqq2m,Light Gun
q5wpwmng,Light gun shooter
1n9e4v2m,Lightgun shooter
1n9xrdnm,Liminal
75mzkg23,Liminal Space
g2zodonl,Linear
r2rzo85z,little kid
l2kl66n1,Live Action
q27wxxnl,Local Co-op
l28mry5r,Local Multiplayer
g2zqvo2l,Logic
rnvd3pnq,Logical
4n4xr820,Look down type
l2kypw51,loop
1npvmen7,Loop_10
x5eyq1n4,Loot
1n9xmxnm,Looter
g2z3prnl,Looter Shooter
q27qk1nl,Looter-Slasher
dnqv0j28,Lore
m21okr54,Lost Media
65j6glnk,LOVE
6509465m,Lovecraftian
vx5e71n4,Lovecraftian Horror
l28llonr,low poly
4n66v0n9,Low-Poly
6507462m,Lucky Islands
y5gx74ne,Madden NFL
l2kyxz51,Madness
l2kj6e51,Magic
q27k0onl,Magnus og Myggen
l2kjrk51,mahjong
7d5ov32w,Maker
75mggg53,manage resources
94n4ypn0,Management
1n9xvxnm,Manager Simulator
65066w5m,Manic shooter
y5gvjp5e,Mansion
p23oyk26,Map
q5wd98ng,Maps
x5eojm24,Marble
92ddrz2l,Marble Blast
q5w3eg2g,Marble Platformer
75mlgxn3,Marble Roller
l2863ynr,Mario
1n90wpnm,Mario Kart
4n60d7n9,mario kart series
dnqjdm28,Mars
m21o7r54,Martial Arts
x5e771n4,Masocore
p23wqk56,Massacre
72ypk62d,Massively Multiplayer
l2kjpw51,Massively multiplayer online game
x5eygdn4,Massively multiplayer online role-playing game
rnvvxrnq,Massivly Multiplater
q5wymgng,Mat Dickie
6509dr5m,Match 3
1n9qpp2m,Match-3
4n4xpw20,Match-three
y5gvyk5e,Matching
72y1g62d,Math
72ym362d,Maths
65jj4v5k,Maths game
o75mlkn3,Maze
rnvz3p5q,Maze shooter
72yp362d,MDickie
p231edn6,Mech
p23owx26,Mecha
65jjl15k,Mecha / Shooter
vx5err24,Mecha-Simulation
4n63lrn9,Mechs
m211or24,Medieval
92dxr35l,Medieval fantasy virtual reality
1np80y57,Medieval-Themed Manic Shoot'em up
1g2z1r5l,Mega Man
45xw8xnd,melee
x5eyy1n4,Meme
l281ky5r,Meme Game
m65jzk2k,Memes
q2713z2l,Meta
72ymmd2d,metaverse
r2rzd85z,Metriodvania
l286gknr,Metroid
4n46jp20,Metroid-Like
r2room2z,Metroid-Vania
qdnqyk28,Metroidvania
g2zq4o2l,Metroidvania Platformer
92dp1z2l,Metroidvenia
1npjpvn7,Metroivania
4n4e9d50,Miami-like
d5olk85w,Microgame
65j6lenk,microvania
d5o01j5w,Military
m216dd54,Military Sim
g2zo9rnl,Milsim
6506qw5m,min games
l28wor2r,Mind Sport
m216od54,Mine Sweeper
x5eoed24,Minecraft
g2z3m0nl,Minecraft Server
y5gjrd5e,Mini Game
dnqjxk28,Mini Game Pack
l2k606n1,Mini games
4n6wp029,Mini Golf
92dd6y2l,Mini-Game Collection
r2r0862z,Mini-games
45xqoxnd,Minigame
pm21xl54,Minigame Collection
r2r0o32z,Minigame Compilation
q27wzznl,Minigames
r2l8mp57,Minigolf
650ezrnm,Minimalism
l2kgxw51,Minimalist
72yoew5d,Minimalistic
45xqvmnd,Mining Simulator
y5g7645e,Mission-based driving
r2r9ep2z,Mi\usic
oy5gpk5e,MMO
r2rzrp5z,MMO lite
dnqvqj28,MMOARPG
q27w9onl,MMOCG
dnqymj28,MMOFPS
vx5e77n4,MMORPG
72yp7x2d,MMORPGs
q4n660n9,MOBA
q274q12l,Mobile
l28mmo5r,Mobile App
y5ggxp5e,Mobile game
l2kg9k51,Mod
6507po2m,"Mode(s)	Single-player, m"
m211kz24,Modern jet flight simulation
1n9qwz2m,Modification
l28w7k2r,Moe Kyun Adoventure
q5wyomng,momentum conservation
rnvzjq5q,Momentum Games
1npzxp57,momentum platformer
d5ol8l5w,Monkey
4n4p8jn0,monster battle
92dv0r2l,Monster Catching
45xwymnd,Monster Collection
q27qvonl,Monster Collector
y5gj9p5e,Motion Control
92dv9z2l,Motion Controls
72y7y62d,Motocross
75mvo453,Motor
92dv732l,Motorbike
l2klmrn1,Motorbikes
l2k6ezn1,Motorcycles
m21x8r54,Motorsport
q5wp9mng,Motorsports
g2z7jr5l,Motorvania
qdnqx958,Mountain Biking
d5og6j2w,Mouse
rnvv49nq,Mouse Only
1npv0kn7,Movement
dnqxkr58,movement shooter
q5wy8mng,Movementshooter
l2818y5r,movie
x5ex1d24,Movie adventure
92dvpm2l,MS-DOS
r2l8ep57,MUD
72ymzx2d,Multi
r2ro3p2z,Multi Directional Shooter
d5og7j2w,Multi-directional shooter
72y7962d,Multi-Game
l2korrn1,Multi-Genre
rnv99r2q,Multi-player
m21xdl54,Multidirectional shooter
1npe0y57,Multiplayer
45x4p82d,Multiplayer FPS
rnvvkqnq,Multiplayer online
mr2rp3nz,Multiplayer Online Battle Arena
d5ol1l5w,Multiplayer Puzzle-solver
m21pw424,Multiplayer RPG
6509kw5m,multiple endings
rnv9lk2q,Multitasking
x5e7x1n4,Multy-genre
650e1xnm,Murder
y5gkq42e,Murder Mystery
x5eyo1n4,Music
1n99rdnm,Music Game
r2l8lw57,music simulation
75mz6e23,Music Themed Level Competition
4n60p0n9,Music Video Adventure Game
oy5gvr5e,Music video game
d5ovm82w,"Music, Rhythm, Dance"
1np0pv27,Music/Rhythm
rnvdpknq,Musou
l2k6rkn1,mx
r2lw0857,Mystery
r2rv69nz,Mystery Dungeon
l28e4k2r,Mystery/Point & Click adventure
l28w1w2r,Myth
l28lgknr,Mythilogical
45xj482d,Mythology
l28exr2r,N64
x5exyd24,Nanpa
p23wrr56,Narration
d5ogwl2w,Narrative
l281xo5r,Narrative Adventure
m216e454,Narrative RPG
d5olm35w,Nature
r2l8g457,Nave
65jv7m5k,NERF
x5eq3854,NES
dnqvj028,NES Platformer Run/Gun
dnqvdm28,nft
r2lrlw27,NHL
rnv9vp2q,Nightmare
l2k6mrn1,Ninja
m21d1d24,Ninja Gum Battle Action
r2lv3pn7,Nintendo 64
l2kl3kn1,No Glitches
m21dm924,No Major Glitches
75mgq453,No Major Skips
4n6yvk59,Noir
g2z3qwnl,non linear
45x47v2d,non-euclidean
q5wdd8ng,Noob
x5eq9754,nostalgia
1n9l4vnm,NSFW
dnqvzm28,NSMBW
m21dqr24,Nuclear Bike
x5e4gmn4,Nudity
p23w9r56,Numbers
65jvk15k,numerical
45x4ym2d,Nurturing games
g2z8vo2l,nyujk
94n4l820,Obby
x5exj824,Objects
y5ggjp5e,Obscure
4n607on9,Obstacle Course
45xmev2d,Occasional
rnvvpxnq,Occasionnel
r2loq427,OCCG
y5ggk45e,Off-Road Racing
650kdrnm,Offline
x5ex4r24,Offroad
q5wklg5g,Old
65j8ev2k,Old game
92dpo32l,Old School
1n90mdnm,Old School Shooter
l2kjmk51,Olympics
q5w3og2g,on rail shooter
l2868mnr,On-rail shooter
dnqy6m28,On-rails Shooter
72yzlynd,On-rails-shmup
jp23kr56,One Button
l2kowwn1,One hit
x5exor24,One player
1n996znm,One-hit
72ypld2d,one-hit-kill
m2110924,Online
rnvd9rnq,Online battle game
dnqjjk28,Online Co-op
p23wkk56,Online co-op shooter
650r6o5m,Online Coop
72yzmynd,Online Multiplayer
p23xer26,Open Wheel
61n9q2m0,Open World
r2r9o32z,Open World Blow-Up-A-Thon
r2lr7k27,Open World Survival Craft
d1npykn7,Open-World
1np8re57,Open-World-Game
r2lrkw27,Openwheel
92dmo32l,Openworld
4n6kv029,Openworld Survival
p92drr5l,Other
p23mvrn6,Other Sports
l2813k5r,Otome
g2zzqw2l,overhead
45xmo92d,P&C
q27wrznl,Pac-Man
q5wyprng,Pachinko Roguelike
y5gvok5e,Painting
72yowo5d,Pakour
1npzzy57,palaeontology
4n4ywon0,Paranoia
wr2l8p57,Parkour
4n4xew20,Parkour Shooter
61n96znm,Parody
y5gv8p5e,Parser
7d5og32w,Party
l28mxr5r,Party Game
1np89p57,Party Games
l28w6m2r,Party-Based RPG
92dm3x2l,Party-Game
75mlrxn3,Pasta
92dp3x2l,PB
92dd1z2l,PC
m21ool54,PC game
1npzqe57,pedagogic
g2z7105l,Perma Death
92dkvmnl,Perma-Death
l2klxzn1,Permadeath
q27qxxnl,Pet-raising simulation
q27yzz2l,photography
l2kj1r51,Phychological Horor
y5gj4p5e,Phycological Horror
d1npze57,Physics
65j6rknk,Physics based
45xkx9nd,Physics game
1n99xqnm,Physics Platformer
4n4x1j20,Physics Puzzler
y5gxokne,Physics-Based Twinstick Battler
m21dkr24,Physics-Puzzle
x5eqem54,Piano Tiles
y72ywxnd,Picross
m65jve5k,Pinball
75mjwk53,Ping Pong
p23xkk26,Piracy
dnqjy028,Pirate
d5oz48nw,Pirates
650eponm,Piss simulator
1g2zdr5l,Pixel
y5gxv4ne,Pixel Art
q27kq4nl,Pixel Game
l2kyqw51,Pixel Graphic
dnqeo0n8,Pixel Graphics
65099w5m,pixel platformer
r2lov827,Pixel-Art
75mvm853,Pixelart
r2lomp27,Pixelated
r2rkw65z,Plaformer
650kw4nm,Plaftforms
dnqol958,Plaftormer
r2rvmpnz,plants
75mgm853,Plants Vs Zombies
1np07y27,plartformer
x5e7m8n4,Plat-forme
oy5g1k5e,plataform
4n6kkl29,Plataforma
x5eywrn4,Plataformas
q5wdqgng,plataformas 2D Indie Metroidvania
d5oo8j5w,Plataformer
qdnqpr28,plate-form + riddle + puzzle
g2zoprnl,Plate-forme
el28rynr,Plate-forme puzzle
rnvvdrnq,Plateform
65jvde5k,Plateforme
g2z8j42l,plateforme/Action
d5ogl32w,Plateformer
y5g7xp5e,Platfomer
qdnqqrn8,Platform
l2k6vkn1,Platform Action
l28m1o5r,Platform Fighter
oq273o5l,Platform Game
dnqe4jn8,Platform hack and slash
92dvdy2l,Platform Masocore
92dxlm5l,Platform precision
92dp8m2l,Platform Shooter
65jj8k5k,"Platform, action, sports"
m21dpd24,"Platform, Puzzle"
65jjem5k,"Platform,Puzzle"
y45xk8nd,Platform-adventure
65071x2m,Platform-shooter
p92d0y5l,Platform/Adventure
d5oo905w,Platform/Strategy
qdnqkn8k,Platformer
72yzodnd,Platformer Fighting Game
d5ogej2w,Platformer Try'n'Die
75mjrx53,"Platformer, Action-Adventure"
dnqo9058,"Platformer, action-adventure, racing, rail shooter"
650rd65m,"Platformer, Puzzle, Beat 'em up"
45xmq62d,Platformer-esque
r2rz365z,Platformer/Adventure
dnqx3k58,Platformer/Indie
45xkzxnd,Platformer/Puzzle
g2zql02l,Platformer/Shmup
p23wyx56,Platformer?
r2rkv35z,Platformers
mr2rq95z,Platforming
r2r0j62z,Platforming Action/Adventure
l28eor2r,Platforms
rnvxwp2q,Platfrom-Adventure
dnqyz028,Platfromer
r2lwgk57,Plattformer
l281zy5r,Plattforming
p231zkn6,Playstation
r2rvkmnz,PlayStation 1
d5ooq05w,Plug & Play
4n4mmpn0,Plug and Play
p2314mn6,Pluzze/Indie
p23w6m56,pog
4n4xqj20,Pogo
75ml38n3,point & clic
72y7ox2d,point & click
q5w3382g,Point & Click Adventure
45x4rv2d,Point & Click Shooter
dnqoqj58,Point 'n click
y72yyw2d,point and click
rnvvrpnq,Point and Click Adventure
q27k61nl,Point and Click Horror
d5ovl32w,Point n' click
dnqyg928,Point&Click
rnvxqx2q,Point&Click Adventure
g2z38wnl,Point'click
1n9qod2m,Point'N Click
r2roj62z,Point'n'Click
75mv1453,Point'n'Click Adventure
1n9qyp2m,Point-And-Cick
q4n6ln93,Point-and-click
4n4eqj50,point-and-click adventure
x5e4jmn4,Point-and-Click Adventure game
d5ooj85w,Point-n-click
92dk8xnl,Political
g2z8dr2l,Pong
y5g7pd5e,Pool
1np00y27,Portable
y5ggdx5e,Post-apocalyptic
4n4mkwn0,Post-Brexit
r2lr1p27,Powerboats
y5gv0x5e,ppL: The Animated Adventures
q27klznl,Pranks
1npv4en7,precise platformer
d5olgp5w,Precision
d5ooyp5w,precision platformer
45xjj82d,Precision-Platformer
q5wygzng,Presicion Platformer
61n99qnm,Pretentious
l286dmnr,Pro Wrestling
650k04nm,Procedural
d5oz90nw,procedural generation
rnv91x2q,procedurally generated
d5ooo35w,Productivity Tool
72y1wx2d,Professional Wrestling
92dm332l,Programming
r2rkg95z,ps1
dnqvo028,ps1 style graphics
q27qpenl,Pscyhological Horror
g2z3z6nl,PSVR
r2lr8127,PSX
y5gvvp5e,psychedelic
rnvdxqnq,Psychologic horror
1n9l8xnm,psychological
x6500r5m,Psychological horror
q27ke1nl,Psychological Terror
d5oovp5w,Psychological Thriller
1n9eoq2m,Psychology horror
1n9eox2m,Punishing Climbing Game
92ddg32l,Puzzel
y72yd2do,Puzzle
45xw48nd,Puzzle (even tho it should not be)
r2l60827,Puzzle / Platform
p23o1m26,Puzzle Adventure
m21d7r24,Puzzle adventure game
y5gxjpne,Puzzle Bobble 2 clone
72y1od2d,Puzzle Game
r2r09m2z,Puzzle Horror
l28m7y5r,Puzzle Platform
el28dm5r,Puzzle Platformer
72yoyw5d,Puzzle Solving
x5e7yrn4,Puzzle video game
g2zqdo2l,"Puzzle, Adventure, Strategy"
1npj6pn7,"Puzzle, Arcade"
65j6jlnk,"Puzzle, edutainment"
q27wlonl,"Puzzle, fighting"
g2z7er5l,"Puzzle, Platformer"
m2118r24,"Puzzle, strategy"
d5oz30nw,Puzzle-battler
l2kykk51,Puzzle-focused
r2lwjw57,Puzzle-Fps
y72y1d2d,Puzzle-Platformer
x5eok724,Puzzle-Solving
75mjkk53,Puzzle/Experience
l2kgmk51,Puzzle/Horror
4n4e6j50,Puzzle/Platformer
75mvgg53,Puzzle/Story-Telling
q5wylgng,Puzzle?
q5wyr8ng,PuzzlePlatformer
g2z8642l,Puzzler
rnvv9knq,Puzzles
p23olr26,PvE
650klwnm,PvE Shooter
45xmzx2d,PVP
q5wd3kng,Quake-Like Shooter
l2kgv651,Quest
l2kl7zn1,Quests
45xqx9nd,Quick
r2r0xp2z,Quick Action
g2z7m65l,Quick thinking
1npvryn7,Quirkbound
q5w30z2g,Quiz
92dkpxnl,Quiz Game
65067x5m,Quizz Game
g2zom0nl,QWOP
m211dl24,Race
m21x1d54,Race driving
75mlzgn3,Race score
1npzep57,Raceing
x5e441n4,Racer
wr2l1n7p,Racing
x5e4ldn4,Racing / Driving
61n9yz5m,Racing game
4n6ymk59,Racing Games
d5o0ep5w,Racing Platformer
y5gxlrne,Racing RPG
p23xzx26,Racing sim
q5w3482g,Racing Simulation
75mgdg53,Racing Simulator
r2lopp27,Racing Sports
1n9xyvnm,Racing Video Game
65j8jl2k,"Racing, RPG"
y5g7ld5e,Racing/Driving
45xkk8nd,Racing/Simulation
q5wd8mng,Ragdoll
6506dr5m,Ragdoll Physics
1n9qxq2m,Rage
rnvdwpnq,Rage game
45x4qx2d,rage platformer
d5ol905w,RageGame
yq5wymng,Rail Shooter
92dx6r5l,Rail-Shooter
72ypox2d,Raising Sim
d5o0rp5w,Rally
92dkqynl,Rallying
o75mp853,Ranching Sim
4n6kmk29,Random
92dmdm2l,Randomized Shoot'em Up
g2zo36nl,Randomizer
75mg0e53,Randomly generated
x5eq7r54,Ratchet & Clank
d5ol485w,Rave horror
92dmex2l,RCG+STG
l28lymnr,Reaction
x5eqq154,Reaction Game
d1npdwn7,Real Driving simulator
72y19w2d,REAL SHOOTING GAME
l28l9rnr,Real Time Attack
1npeqw57,Real Time Strategy
l281dy5r,Real Time Tactics
75mjjg53,Real-Time
jp23mxn6,Real-time strategy
el28eo2r,Real-time tactics
l281rk5r,Realistic
650rx45m,RÉKOEITION
x5ex7r24,Relax
4n4xyw20,relaxing
72ymew2d,Remake
x5e738n4,Remastered
q27kmxnl,Renai Adventure
q5w4wmng,Resort tour game
p231ykn6,Resource Management
q5wpomng,Restaurant
yq5wgkng,retro
4n66xon9,Retro FPS
4n66eon9,Retro PC Game
4n46zj20,Retro Platformer
45x4k62d,Retro shooter
r2lrep27,Retro Styled Action Platformer
y5gjzd5e,Retro-styled Stickman Game
y5gxk4ne,reverse horror
x6507w2m,Rhythm
75mlwkn3,Rhythm & Music Game
4n6yjr59,Rhythm Action
q5wpegng,Rhythm game
pl2kdk51,Rhythm Games
p23mkrn6,Rhythm Platformer
m21dxd24,Rhythm RPG
m211pl24,Rhythm Violence
1npeey57,"Rhythm, Music"
4n636ln9,"Rhythm, Platformer"
m21pdl24,Rhythm/Dance
d5o0x85w,Rhythm/Music
1npjdwn7,Rhythmn
4n4pjpn0,Rhytm Games
d5ovx82w,Rich Story
l2kooen1,Rick Astley
q5wy6zng,Rick Roll
r2l8jk57,Rick-Roll
m2166l54,Rickroll
d5ozp8nw,Rings
4n4yv8n0,RLCraft
x5eyx7n4,RNG
m21xkz54,RNG Hell
q27wpxnl,Roblox
rnv9w92q,Roblox Obby
l2k64zn1,Robot
x5eowd24,Robots
rnv9zq2q,Rocket
r2rvl9nz,Rogoulike
d5ovv32w,Rogue
92dkrrnl,Rogue Like
4n6y8059,"Rogue like, hack and slash"
l28wxo2r,Rogue Lite
1g2z0wnl,Rogue-like
1g2z862l,Rogue-lite
p92dkmnl,Roguelike
q271de2l,Roguelike Deckbuilder
p23wg356,Roguelike RPG
p23mlrn6,Roguelike twin-stick shooter
65jjom5k,"Roguelike, Funky"
oq277z2l,Roguelite
x5e4yrn4,rogulike
1n9e9z2m,Rol
l2k6xzn1,Role
1n901pnm,role playing
d1npok27,Role Playing Game
72yz9wnd,Role Playing Party Game (RPPG)
1npe4v57,Role Playing Simulation
9rnv49nq,Role-playing
jp23rd26,Role-playing Game
65jzre2k,Role-playing video game
1n993vnm,Roleplay
1npjypn7,Roleplaying
l28e1o2r,RollenSpiel
q27qj1nl,RollerBall
d5o07j5w,Rollercoaster builder
1n991vnm,Rolling
45xq86nd,Rom Hack
r2rv03nz,Rom-Hack
x5e4rdn4,romance
4n606ln9,Rouge -ike
4n4y3dn0,Rouge Like
75mj3453,Rouge like dungeon crawler
1g2z94nl,Rouge-Like
g2z73w5l,Rougelight
y5gk642e,Rougelike
75mlm8n3,rougelike lite
r2r9692z,Rougelite
q271zz2l,rougelite like
45x4v82d,rouguelike
4n4yypn0,Round by round
jp23x26k,RPG
4n6kwr29,RPG (jRPG)
y5gkyx2e,RPG Horror
q5w36k2g,RPG Maker
r2lww157,RPG Shooter
l28ljonr,"RPG, 2D,"
x5ey41n4,"RPG, Adventure"
dnqyok28,"RPG, Adventure,"
q5wp4rng,"RPG, Turn Based"
x5e7orn4,RPG/Tower Defense
pl2kmk51,rpgmaker
l28lwonr,RPGmaker horror
rnvjzrnq,RPGMMO
l2kyoe51,RPGVania
45xqe9nd,RTS
r2lw9p57,RTT
45xqj8nd,Rubbering Action
y5gvk45e,run
pm214924,Run & Gun
x650zrnm,Run 'n Gun
y72yeond,Run 'n Gun Action
1np84v57,Run 'n' Gun
y45x792d,Run and Gun
94n4zd50,Run and Gun/Platformer
p92ddm2l,Run Invalid
r2l8p457,Run n Gun
g2z7wo5l,Run n' Gun
q27kxenl,Run'n Gun
p23103n6,Run'n'gun
92dko3nl,Run-and-gun
mr2r682z,Run-n-gun
4n4p7wn0,Runner
1npedw57,Running
4n4edd50,Running Adventure
g2zo1onl,Rythm
65jj1l5k,Rythym
q4n60ln9,Sandbox
72y16o2d,Sandbox MMORPG
d5olvp5w,Sandbox Tycoon
mr2ry8nz,"Sandbox, Adventure"
72ym962d,SATIRE
pm21md24,Scary
75mgvx53,Scavenger
q5wk7g5g,Scavenger Hunt
m21dgz24,School Sim
r2lvp4n7,Sci Fi
l2kgqr51,sci-fi
p231lrn6,Sci-Fi Adventure
65j68lnk,sci-fi arcade action adventure
45x4092d,Sci-Fi First Person Shooter
y5gkjr2e,Sci-Fi Racing
72ymrw2d,Science
61n9lqnm,Science Fiction
r2rzmp5z,Science-Fiction
45xqr9nd,Scifi
1npe8y57,Scifi Adventure
4n6080n9,Scooter
p23orr26,Score
g2z8yw2l,SCP
92dd0r2l,Scrabble
92dmyy2l,scratch
65j8y12k,scratch game
dnqypj28,scrdvtfby
d1np3p27,Scroller
7d5o8pnw,Scrolling shooter
72yo4y5d,Scrolling Shooting Action
q27ydx2l,Seafood
1npvekn7,Sealth
d5ov902w,search
1n999qnm,search action
q5w4egng,SEFOG
r2lvy4n7,sega
45xjv82d,sega genesis
92dk6ynl,Semi-simulation racing
q27q8onl,Sequel
1n99mxnm,Sequential Puzzle
1npv7yn7,Serious Games
1n99zpnm,Server
p2368326,Sex
45xkr9nd,Sexual Content
r2rzwm5z,Sheep
p23ozk26,shitpost
wr2l7wn7,SHMUP
g2z39rnl,Shoarma
45xww8nd,Shoot
pl2kge51,Shoot 'em up
72yzqond,Shoot 'm Up
oy5gmk5e,Shoot em up
65jg9v5k,Shoot Em Ups
x5e781n4,Shoot em' up
g2zo76nl,Shoot t'em up
9rnv6p2q,Shoot Them Up
g2zovonl,Shoot ‘em up
m21xy954,Shoot ’em up
rnvvzknq,Shoot'em Up
x5eym8n4,Shoot'M'Up
92dkyynl,Shoot-'em-up
72yz6ond,Shoot-em Up
oy5gyx5e,Shoot-em-up
mr2rmnz0,Shooter
92dddm2l,Shooter game
p23mxkn6,Shooter/OpenWorld
x5eo7124,Shooter/Strategy Hybrid
g2zqxw2l,Shooting
r2r0482z,Shooting Gallery
m21dol24,Shooting Game
q5wk4r5g,Shooting Platformer
4n4e3o50,Shooting Puzzle
4n468j20,"Shooting, Action, Horror"
pm21e9n4,Shoot’em Up
g2z7zw5l,Shop Simulator
jp23d3n6,short
1n9evx2m,Short and sweet
rnv9pk2q,Short simulator
1n9x7znm,Shovel Knight like Game
94n4gdn0,Shovelware
q4n6ron9,shower
pm21g424,Side Scroller
pl2k36n1,Side scroller RPG
r2ro9m2z,Side Scrolling Beat-em-up
4n6y9059,Side Scrolling Platform Action
4n4xlp20,Side Scrolling Shooter
m211j424,Side-Scroller
wr2lykn7,Side-scrolling
m65jem2k,Side-scrolling beat 'em up
q5w3zr2g,Side-scrolling beat-em-up
4n60gkn9,Side-scrolling Fighting Game
el28qw2r,side-scrolling Platformer
wr2ldwn7,side-scrolling shoot 'em up
x5eoq124,Side-Scrolling Shoot'em Up
l2810m5r,Side-scrolling shooter
4n4p9dn0,Side-Scrolling Shooting
l2k6pwn1,Sidescroller
4n63g0n9,Sidescroller RPG
75mzjx23,Sidescrolling beat 'em up
92dx8m5l,Silly
65jgde5k,SIM
92dx0z5l,Sim Game
4n4mkon0,Sim Racing
75ml48n3,Simcade
72yzd6nd,simple
